ID;Size;Genero_1;Genero_2;Genero_3;Original Release Date;Current Version Release Date
1453172180;643190784; Adventure; Strategy;;16/03/2019;16/03/2019
1453187087;183696384; Strategy;;;25/04/2019;26/05/2019
1453229363;128617472; Entertainment; Simulation; Strategy;01/06/2019;20/07/2019
1453255578;115306496; Strategy; Simulation;;27/02/2019;28/03/2019
1453264578;66579456; Entertainment; Strategy; Casual;18/02/2019;18/02/2019
1453277173;101616640; Puzzle; Strategy;;17/02/2019;08/05/2019
1453284331;29025280; Puzzle; Entertainment; Strategy;17/02/2019;26/07/2019
1453285421;110341120; Strategy; Puzzle;;03/03/2019;10/03/2019
1453287135;41531392; Puzzle; Education; Strategy;17/02/2019;17/02/2019
1453287639;21270528; Puzzle; Strategy;;17/02/2019;17/02/2019
1453312094;65760256; Education; Board; Strategy;18/02/2019;18/02/2019
1453314953;75990016; Strategy; Family;;22/02/2019;15/07/2019
1453320049;13251584; Strategy; Puzzle; Entertainment;20/02/2019;20/02/2019
1453322506;107548672; Strategy; Puzzle;;24/03/2019;17/05/2019
1453325589;201777152; Strategy; Role Playing;;06/03/2019;13/07/2019
1453325773;8801280; Casino; Strategy;;01/03/2019;01/03/2019
1453329905;21551104; Strategy; Simulation;;30/07/2019;30/07/2019
1453333541;3969024; Simulation; Strategy;;18/02/2019;18/02/2019
1453356214;1961113600; Role Playing; Strategy; Entertainment;14/04/2019;21/07/2019
1453356737;391278592; Strategy; Entertainment; Simulation;15/04/2019;29/07/2019
1453370070;143510528; Strategy;;;20/02/2019;20/02/2019
1453393825;142095360; Lifestyle; Adventure; Strategy;11/06/2019;11/06/2019
1453395884;175550464; Strategy; Trivia; Entertainment;24/02/2019;24/02/2019
1453397029;83066880; Entertainment; Puzzle; Strategy;20/02/2019;20/02/2019
1453409821;25963520; Strategy;;;21/02/2019;21/02/2019
1453478622;22521856; Simulation; Strategy; Entertainment;25/02/2019;27/05/2019
1453483627;12484608; Adventure; Entertainment; Strategy;25/02/2019;11/03/2019
1453483627;12484608; Adventure; Entertainment; Strategy;25/02/2019;11/03/2019
1453492023;115914752; Simulation; Entertainment; Strategy;04/03/2019;15/03/2019
1453500096;317822976; Simulation; Strategy;;22/02/2019;26/02/2019
1453501895;155536384; Action; Strategy; Entertainment;30/09/2019;30/09/2019
1453578024;187921408; Strategy; Productivity; Family;23/02/2019;23/02/2019
1453661259;240550912; Action; Strategy;;03/04/2019;01/05/2019
1453671655;445218816; Simulation; Strategy;;03/04/2019;23/07/2019
1453685205;251574272; Simulation; Strategy;;09/03/2019;28/07/2019
1453708285;218910720; Casual; Strategy;;24/02/2019;18/06/2019
1453715676;104045568; Strategy; Simulation; Entertainment;01/03/2019;27/07/2019
1453800265;46544896; Strategy; Adventure;;07/03/2019;19/03/2019
1453806804;21656576; Strategy; Puzzle;;22/02/2019;22/06/2019
1453813860;95374336; Puzzle; Strategy;;26/02/2019;26/02/2019
1453838527;529747968; Strategy; Simulation;;28/05/2019;28/05/2019
1453944939;31629312; Strategy;;;24/02/2019;24/02/2019
1453958834;100848640; Strategy; Casual;;03/03/2019;21/03/2019
1453961597;268316672; Adventure; Entertainment; Strategy;27/05/2019;12/07/2019
1453965825;282004480; Strategy; Entertainment; Casual;23/03/2019;05/04/2019
1454028639;131774464; Simulation; Strategy;;24/02/2019;24/02/2019
1454068898;917609472; Simulation; Strategy;;15/03/2019;15/03/2019
1454107407;406729728; Puzzle; Strategy; Entertainment;02/03/2019;02/03/2019
1454108399;167341056; Simulation; Strategy;;25/02/2019;20/06/2019
1454164619;60294144; Strategy;;;14/03/2019;14/03/2019
1454190322;377042944; Strategy; Action;;27/02/2019;02/03/2019
1454195211;16708608; Adventure; Strategy;;25/02/2019;25/02/2019
1454199036;18595840; Puzzle; Entertainment; Strategy;10/03/2019;10/03/2019
1454229093;586997760; Strategy;;;26/04/2019;26/04/2019
1454232310;100055040; Simulation; Entertainment; Strategy;07/03/2019;08/03/2019
1454284334;227363840; Action; Entertainment; Strategy;04/03/2019;08/06/2019
1454324685;19350528; Strategy; Casual;;02/03/2019;02/03/2019
1454344486;304998400; Strategy; Simulation;;24/03/2019;25/04/2019
1454352909;274333696; Strategy; Entertainment; Role Playing;21/05/2019;10/07/2019
1454359220;115681280; Strategy; Entertainment; Casual;13/03/2019;13/03/2019
1454366810;234961920; Entertainment; Strategy; Simulation;04/03/2019;25/07/2019
1454405829;4264960; Puzzle; Strategy;;18/04/2019;11/06/2019
1454408397;125075456; Strategy;;;22/06/2019;29/06/2019
1454411163;59450368; Entertainment; Strategy; Family;08/04/2019;08/04/2019
1454451360;247622656; Simulation; Entertainment; Strategy;31/07/2019;31/07/2019
1454460165;22237184; Board; Strategy;;02/03/2019;06/04/2019
1454486685;68194304; Role Playing; Strategy;;02/03/2019;23/05/2019
1454515001;149273600; Simulation; Strategy;;07/03/2019;30/04/2019
1454556177;29839360; Entertainment; Strategy; Board;05/03/2019;24/07/2019
1454562372;290443264; Puzzle; Strategy;;13/03/2019;05/04/2019
1454598313;11979776; Strategy; Education; Casual;10/03/2019;10/03/2019
1454607053;13349888; Casual; Strategy;;06/03/2019;15/03/2019
1454627218;119612416; Simulation; Strategy;;03/03/2019;03/03/2019
1454630051;98259968; Simulation; Strategy; Entertainment;06/04/2019;06/04/2019
1454630719;5015552; Strategy; Puzzle; Entertainment;09/03/2019;09/03/2019
1454633863;3772416; Strategy; Puzzle; Entertainment;09/05/2019;17/05/2019
1454643375;504728576; Simulation; Strategy;;03/08/2019;03/08/2019
1454696560;70067200; Simulation; Strategy;;10/03/2019;11/03/2019
1454770288;9292800; Strategy;;;03/03/2019;03/03/2019
1454791617;45982720; Board; Travel; Strategy;18/04/2019;18/04/2019
1454827641;29642752; Entertainment; Strategy; Casual;04/03/2019;29/04/2019
1454838295;199922688; Strategy; Role Playing;;24/03/2019;29/07/2019
1454874749;30347264; Casual; Entertainment; Strategy;06/03/2019;15/07/2019
1454896082;8168448; Strategy; Board;;05/04/2019;02/05/2019
1454921591;148757504; Board; Strategy;;16/06/2019;16/06/2019
1454933125;13277184; Strategy; Board;;06/03/2019;06/04/2019
1454994629;283184128; Entertainment; Casual; Strategy;10/03/2019;25/04/2019
1455009518;195256320; Strategy; Entertainment; Puzzle;24/03/2019;15/05/2019
1455018858;77945856; Strategy; Casual;;06/03/2019;05/04/2019
1455042147;134028288; Entertainment; Strategy; Racing;21/03/2019;21/05/2019
1455079675;746242048; Role Playing; Strategy;;19/07/2019;19/07/2019
1455102219;120506368; Strategy;;;23/03/2019;04/05/2019
1455182937;100944896; Utilities; Strategy; Card;17/05/2019;26/05/2019
1455184612;13984768; Casual; Strategy;;10/03/2019;10/03/2019
1455192180;352349184; Role Playing; Strategy;;06/06/2019;25/07/2019
1455205095;112629760; Strategy; Entertainment; Puzzle;07/03/2019;16/05/2019
1455205317;7353344; Strategy;;;08/03/2019;08/03/2019
1455226348;56243200; Action; Strategy; Entertainment;10/03/2019;10/03/2019
1455247740;124013568; Strategy; Simulation; Entertainment;22/03/2019;22/03/2019
1455250108;33353728; Strategy; Action;;13/03/2019;13/03/2019
1455257972;11996160; Strategy; Simulation;;08/03/2019;08/03/2019
1455258401;257301504; Strategy; Simulation;;14/04/2019;02/08/2019
1455269280;61123584; Board; Entertainment; Strategy;09/03/2019;09/03/2019
1455275877;63098880; Strategy; Action;;08/03/2019;01/05/2019
1455290147;33112064; Entertainment; Puzzle; Strategy;01/06/2019;11/06/2019
1455291571;111720448; Action; Strategy;;08/03/2019;23/04/2019
1455308665;1028851712; Entertainment; Strategy; Simulation;26/06/2019;10/07/2019
1455319870;161324032; Simulation; Strategy;;11/03/2019;12/04/2019
1455432673;553354240; Action; Strategy; Entertainment;26/05/2019;26/05/2019
1455596468;364721152; Strategy;;;13/03/2019;13/03/2019
1455600489;249991168; Sports; Strategy;;16/04/2019;02/08/2019
1455601864;153071616; Simulation; Entertainment; Strategy;16/03/2019;16/03/2019
1455605941;62681088; Casual; Strategy;;26/03/2019;22/06/2019
1455653921;181520384; Board; Strategy;;03/04/2019;17/07/2019
1455665523;22091776; Strategy; Adventure;;14/03/2019;14/03/2019
1455775107;89695232; Puzzle; Strategy; Education;25/03/2019;22/06/2019
1455778945;113896448; Strategy; Casual;;24/03/2019;24/03/2019
1455784285;385531904; Role Playing; Strategy;;09/07/2019;10/07/2019
1455822597;299906048; Entertainment; Strategy;;08/05/2019;08/05/2019
1455822772;284039168; Puzzle; Strategy;;22/03/2019;22/03/2019
1455940649;98433024; Puzzle; Strategy; Entertainment;28/03/2019;27/04/2019
1455944801;173999104; Role Playing; Strategy; Food & Drink;07/06/2019;07/06/2019
1455979317;419769344; Board; Strategy;;22/06/2019;22/06/2019
1456032838;154915840; Action; Strategy; Entertainment;22/03/2019;22/03/2019
1456070284;163802112; Strategy; Simulation;;15/03/2019;18/06/2019
1456079981;129024000; Action; Strategy;;22/03/2019;02/04/2019
1456111598;248750080; Strategy; Action;;12/04/2019;30/04/2019
1456114389;208096256; Strategy; Entertainment; Puzzle;29/04/2019;29/04/2019
1456130121;97210368; Strategy; Simulation;;15/03/2019;05/04/2019
1456131291;365993984; Strategy; Adventure;;10/04/2019;23/06/2019
1456156888;13913088; Entertainment; Strategy; Casual;24/03/2019;05/04/2019
1456164030;23538688; Strategy; Puzzle;;16/03/2019;16/03/2019
1456179451;5471232; Utilities; Strategy; Card;05/04/2019;06/04/2019
1456203590;95236096; Strategy; Puzzle; Entertainment;10/04/2019;10/04/2019
1456213261;147105792; Strategy; Role Playing;;20/07/2019;29/07/2019
1456224461;105231360; Strategy;;;16/03/2019;16/03/2019
1456230848;139414528; Action; Strategy;;28/03/2019;28/03/2019
1456236524;387345408; Card; Strategy;;02/08/2019;02/08/2019
1456271029;62942208; Strategy;;;16/03/2019;17/03/2019
1456279592;280066048; Entertainment; Strategy; Simulation;13/06/2019;02/08/2019
1456333968;264995840; Action; Entertainment; Strategy;13/06/2019;13/06/2019
1456335701;131883008; Action; Strategy; Entertainment;13/06/2019;13/06/2019
1456341465;65680384; Strategy; Casual; Entertainment;16/03/2019;03/06/2019
1456355574;28746752; Education; Strategy; Word;21/03/2019;21/03/2019
1456385427;107912192; Strategy; Racing;;21/03/2019;28/03/2019
1456389288;222048256; Simulation; Strategy; Entertainment;24/03/2019;11/07/2019
1456420696;337620992; Entertainment; Action; Strategy;10/05/2019;10/05/2019
1456424803;136909824; Strategy; Simulation;;24/03/2019;01/04/2019
1456432524;72385536; Casual; Strategy;;25/03/2019;25/03/2019
1456463318;56972288; Strategy; Simulation;;31/07/2019;31/07/2019
1456472201;26501120; Sports; Strategy; Sports;31/03/2019;31/03/2019
1456477484;152375296; Puzzle; Strategy;;30/03/2019;30/03/2019
1456575909;97999872; Simulation; Strategy;;26/03/2019;28/03/2019
1456582148;295182336; Entertainment; Role Playing; Strategy;16/06/2019;16/06/2019
1456589974;77413376; Strategy; Entertainment; Puzzle;22/03/2019;27/03/2019
1456599804;18245632; Strategy; Entertainment; Action;22/03/2019;19/06/2019
1456647343;467159040; Entertainment; Strategy; Board;13/07/2019;18/07/2019
1456653804;126390272; Simulation; Strategy;;19/04/2019;25/04/2019
1456689376;458223616; Entertainment; Role Playing; Strategy;25/04/2019;01/08/2019
1456694531;106571776; Entertainment; Action; Strategy;17/06/2019;17/06/2019
1456698040;451132416; Role Playing; Strategy;;05/05/2019;29/07/2019
1456720285;6282240; Puzzle; Strategy;;10/04/2019;10/04/2019
1456959968;492262400; Casual; Strategy;;02/04/2019;27/04/2019
1456988863;27890688; Simulation; Strategy;;13/04/2019;29/04/2019
1457031099;56849408; Strategy; Simulation;;23/03/2019;23/03/2019
1457072393;306771968; Strategy; Simulation;;17/04/2019;10/05/2019
1457156068;215586816; Simulation; Sports; Strategy;06/04/2019;06/04/2019
1457159917;369998848; Social Networking; Strategy; Adventure;14/06/2019;01/08/2019
1457179996;18969600; Trivia; Strategy;;24/03/2019;22/04/2019
1457196337;157883392; Strategy; Simulation;;23/03/2019;08/05/2019
1457199595;75254784; Casual; Entertainment; Strategy;29/03/2019;24/07/2019
1457223764;83520512; Puzzle; Strategy;;30/07/2019;30/07/2019
1457285620;68549632; Strategy; Puzzle;;31/05/2019;31/05/2019
1457300996;58944512; Strategy; Adventure;;26/03/2019;26/03/2019
1457310635;255102976; Strategy; Simulation;;06/04/2019;22/07/2019
1457317948;78278656; Strategy; Simulation; Entertainment;26/03/2019;17/05/2019
1457321282;30299136; Casino; Business; Strategy;27/03/2019;27/03/2019
1457375915;20966400; Strategy; Travel;;30/03/2019;30/03/2019
1457382165;131090432; Strategy; Puzzle; Education;13/06/2019;30/07/2019
1457478023;171404288; Puzzle; Strategy;;07/04/2019;10/04/2019
1457481925;14746624; Strategy; Action; Social Networking;11/04/2019;26/05/2019
1457492245;191243264; Strategy; Simulation;;28/03/2019;22/06/2019
1457521819;301870080; Simulation; Strategy; Entertainment;21/05/2019;26/07/2019
1457535271;434716672; Strategy; Family; Food & Drink;21/05/2019;02/08/2019
1457535326;260353024; Strategy; Entertainment; Card;18/04/2019;01/08/2019
1457536721;121824256; Puzzle; Entertainment; Strategy;04/04/2019;04/04/2019
1457538794;13786112; Puzzle; Strategy;;27/03/2019;27/03/2019
1457546452;211200000; Strategy; Sports; Entertainment;22/06/2019;03/07/2019
1457551010;436651008; Strategy;;;27/06/2019;20/07/2019
1457561663;70644736; Puzzle; Strategy;;12/04/2019;12/04/2019
1457574230;66556928; Strategy; Education; Casual;27/03/2019;28/03/2019
1457584808;407894016; Board; Strategy;;06/04/2019;14/05/2019
1457620851;322990080; Simulation; Entertainment; Strategy;30/07/2019;30/07/2019
1457673756;617615360; Simulation; Strategy;;22/05/2019;31/07/2019
1457674282;123610112; Strategy; Action;;19/04/2019;04/07/2019
1457685605;103838720; Entertainment; Strategy; Puzzle;18/04/2019;20/06/2019
1457687242;450572288; Simulation; Entertainment; Strategy;30/09/2019;30/09/2019
1457690579;177686528; Strategy; Action; Entertainment;26/06/2019;26/06/2019
1457753806;29253632; Strategy; Board;;30/03/2019;30/03/2019
1457760673;186372096; Strategy; Simulation;;12/06/2019;08/07/2019
1457786604;22793216; Strategy;;;10/04/2019;16/05/2019
1457796984;387767296; Entertainment; Strategy; Board;11/08/2019;11/08/2019
1457797474;629170176; Strategy; Role Playing;;02/08/2019;02/08/2019
1457799708;253339648; Board; Entertainment; Strategy;22/05/2019;27/06/2019
1457799708;253339648; Board; Entertainment; Strategy;22/05/2019;27/06/2019
1457813078;919613440; Simulation; Education; Strategy;19/04/2019;30/05/2019
1457836153;130055168; Strategy; Board;;19/04/2019;30/04/2019
1457836426;176627712; Strategy;;;19/04/2019;19/04/2019
1457836769;200555520; Action; Strategy;;19/04/2019;19/04/2019
1457845155;207625216; Casual; Strategy; Entertainment;29/03/2019;02/04/2019
1457886109;30123008; Strategy; Board;;30/03/2019;30/03/2019
1457946808;134325248; Strategy;;;30/03/2019;30/03/2019
1457957940;641602560; Strategy; Role Playing;;28/06/2019;09/07/2019
1457987238;592984064; Sports; Strategy;;19/06/2019;23/07/2019
1458021678;812267520; Strategy; Card;;30/04/2019;22/05/2019
1458029921;148319232; Action; Strategy; Entertainment;31/03/2019;03/04/2019
1458082094;315444224; Strategy;;;06/05/2019;06/05/2019
1458083945;13798400; Utilities; Strategy; Simulation;15/05/2019;15/05/2019
1458084482;1260390400; Strategy; Simulation;;09/04/2019;12/07/2019
1458090412;214669312; Entertainment; Strategy; Puzzle;30/03/2019;30/03/2019
1458091689;5506048; Casual; Entertainment; Strategy;29/05/2019;27/07/2019
1458106223;205185024; Strategy; Action;;06/04/2019;06/04/2019
1458149062;185546752; Strategy; Entertainment; Action;11/05/2019;11/05/2019
1458198450;75736064; Entertainment; Word; Strategy;05/04/2019;05/04/2019
1458219987;64059392; Strategy; Education; Puzzle;31/03/2019;23/04/2019
1458225183;126974976; Strategy; Entertainment; Puzzle;19/04/2019;27/04/2019
1458225219;17004544; Entertainment; Trivia; Strategy;31/03/2019;28/04/2019
1458241826;22427648; Adventure; Strategy;;05/04/2019;05/04/2019
1458254186;9031680; Board; Utilities; Strategy;11/04/2019;11/04/2019
1458261740;123125760; Role Playing; Strategy;;08/04/2019;13/05/2019
1458275998;20652032; Strategy; Casual;;06/04/2019;06/04/2019
1458303339;20635648; Strategy;;;24/04/2019;24/04/2019
1458329258;172726272; Role Playing; Strategy;;02/04/2019;02/04/2019
1458335673;17515520; Strategy; Entertainment; Simulation;11/04/2019;28/05/2019
1458357722;89105408; Puzzle; Strategy; Entertainment;19/04/2019;19/04/2019
1458377273;104629248; Board; Travel; Strategy;20/04/2019;20/04/2019
1458434324;73112576; Action; Entertainment; Strategy;20/04/2019;20/04/2019
1458438922;582283264; Strategy; Role Playing;;08/05/2019;10/07/2019
1458460925;9987072; Entertainment; Action; Strategy;04/04/2019;04/04/2019
1458466069;507924480; Sports; Sports; Strategy;29/04/2019;29/04/2019
1458482178;217586688; Strategy; Casual; Sports;01/05/2019;13/07/2019
1458483704;135047168; Casual; Strategy; Food & Drink;03/04/2019;28/06/2019
1458513525;193846272; Casual; Entertainment; Strategy;02/05/2019;11/05/2019
1458586303;112737280; Strategy; Action;;28/04/2019;28/04/2019
1458603387;59180032; Strategy; Puzzle; Productivity;14/04/2019;20/07/2019
1458625975;446131200; Strategy; Card;;28/04/2019;06/06/2019
1458667491;84575232; Strategy; Family; Entertainment;06/04/2019;06/04/2019
1458681235;56676352; Action; Strategy;;04/04/2019;04/04/2019
1458690102;87941120; Strategy;;;06/04/2019;06/04/2019
1458695397;126430208; Action; Strategy;;31/05/2019;31/05/2019
1458705144;63441920; Strategy; Action; Entertainment;09/04/2019;09/04/2019
1458739255;15776768; Strategy; Card;;24/04/2019;26/05/2019
1458749498;105710592; Strategy;;;05/04/2019;27/07/2019
1458759159;80208896; Action; Strategy; Entertainment;08/04/2019;08/04/2019
1458826647;24801280; Strategy; Education;;11/04/2019;11/04/2019
1458845427;981670912; Action; Strategy;;17/05/2019;29/06/2019
1458853070;11816960; Strategy; Board;;13/04/2019;15/04/2019
1458932765;189446144; Strategy; Simulation; Entertainment;18/04/2019;19/04/2019
1458973365;500658176; Strategy; Action;;11/05/2019;11/05/2019
1458998238;114371584; Puzzle; Strategy;;03/08/2019;03/08/2019
1459003680;66782208; Strategy; Puzzle;;08/04/2019;08/04/2019
1459012100;444341248; Board; Strategy;;01/06/2019;01/06/2019
1459039656;118521856; Strategy; Casual;;19/04/2019;14/06/2019
1459046242;31587328; Board; Strategy;;01/08/2019;01/08/2019
1459046344;25017344; Board; Strategy;;11/04/2019;11/04/2019
1459059300;234342400; Simulation; Strategy; Entertainment;09/04/2019;16/07/2019
1459088678;174700544; Strategy; Simulation;;11/04/2019;01/08/2019
1459111313;57725952; Simulation; Strategy;;10/04/2019;10/04/2019
1459198800;34579456; Puzzle; Strategy;;14/04/2019;17/04/2019
1459203816;1016132608; Strategy; Entertainment; Action;08/07/2019;08/07/2019
1459211232;42376192; Strategy; Role Playing;;19/04/2019;12/05/2019
1459211633;96037888; Adventure; Strategy;;16/06/2019;29/07/2019
1459216123;80546816; Entertainment; Simulation; Strategy;11/04/2019;15/05/2019
1459225201;70815744; Strategy; Card; Entertainment;11/04/2019;11/04/2019
1459306262;14394368; Strategy; Casual;;18/06/2019;02/08/2019
1459327309;203783168; Simulation; Strategy; Entertainment;23/04/2019;26/05/2019
1459333083;307958784; Entertainment; Action; Strategy;09/07/2019;09/07/2019
1459347097;145394688; Strategy; Action; Sports;12/04/2019;23/07/2019
1459350707;188120064; Card; Strategy; Entertainment;02/05/2019;29/07/2019
1459354623;69763072; Strategy; Puzzle;;12/04/2019;12/04/2019
1459378789;50247680; Strategy; Word;;25/04/2019;15/05/2019
1459381560;28974080; Trivia; Strategy; Entertainment;12/04/2019;18/06/2019
1459432771;7937024; Simulation; Strategy;;03/05/2019;09/07/2019
1459475003;1304573952; Card; Strategy;;11/05/2019;18/07/2019
1459477283;311057408; Role Playing; Entertainment; Strategy;17/04/2019;08/05/2019
1459478462;11643904; Strategy; Board;;12/04/2019;12/04/2019
1459481553;156439552; Board; Entertainment; Strategy;08/05/2019;14/07/2019
1459515978;255245312; Strategy;;;01/08/2019;01/08/2019
1459594461;35730432; Strategy; Puzzle;;16/04/2019;15/05/2019
1459609710;272355328; Strategy; Puzzle; Entertainment;29/07/2019;29/07/2019
1459639864;116820992; Simulation; Entertainment; Strategy;20/05/2019;28/06/2019
1459644947;141821952; Adventure; Entertainment; Strategy;19/06/2019;19/06/2019
1459718443;104545280; Strategy;;;18/04/2019;18/04/2019
1459736283;210268160; Puzzle; Food & Drink; Strategy;17/04/2019;20/07/2019
1459746143;328670208; Action; Strategy;;24/05/2019;24/05/2019
1459748072;130974720; Entertainment; Strategy; Board;18/04/2019;13/06/2019
1459748365;18580480; Puzzle; Strategy;;09/05/2019;09/05/2019
1459748733;42607616; Entertainment; Strategy; Puzzle;15/04/2019;15/04/2019
1459748733;42607616; Entertainment; Strategy; Puzzle;15/04/2019;15/04/2019
1459780131;18044928; Strategy; Entertainment; Board;17/05/2019;17/05/2019
1459788552;54601728; Entertainment; Strategy; Word;27/04/2019;27/04/2019
1459803284;19350528; Strategy; Education; Puzzle;15/04/2019;15/04/2019
1459823288;93690880; Strategy; Puzzle; Entertainment;20/04/2019;21/06/2019
1459869957;57361408; Simulation; Strategy;;19/04/2019;19/04/2019
1459903763;133178368; Strategy;;;08/05/2019;17/06/2019
1459945993;76642304; Simulation; Strategy;;28/04/2019;16/07/2019
1459964328;464059392; Entertainment; Strategy; Simulation;01/07/2019;23/07/2019
1459994352;47612928; Strategy; Sports; Board;26/04/2019;04/05/2019
1460101776;181692416; Strategy; Entertainment; Action;27/04/2019;27/04/2019
1460101776;181692416; Strategy; Entertainment; Action;27/04/2019;27/04/2019
1460107878;23200768; Strategy; Puzzle;;19/04/2019;19/04/2019
1460121955;426718208; Strategy;;;22/04/2019;15/07/2019
1460122217;9901056; Puzzle; Strategy;;18/04/2019;24/04/2019
1460212900;259436544; Board; Strategy;;27/04/2019;01/08/2019
1460213558;208783360; Puzzle; Strategy;;27/04/2019;27/07/2019
1460267530;126493696; Strategy; Word;;17/05/2019;17/05/2019
1460284314;105513984; Entertainment; Strategy; Puzzle;21/05/2019;21/07/2019
1460287646;133471232; Productivity; Strategy; Puzzle;10/06/2019;10/06/2019
1460369535;143864832; Strategy; Sports; Action;24/04/2019;16/07/2019
1460371880;4047872; Strategy; Board;;03/05/2019;09/05/2019
1460420077;131735552; Simulation; Strategy; Entertainment;06/06/2019;06/06/2019
1460456009;29690880; Puzzle; Strategy; Entertainment;27/04/2019;27/04/2019
1460474486;206638080; Casual; Strategy; Entertainment;23/04/2019;03/05/2019
1460507843;34784256; Puzzle; Strategy; Education;01/05/2019;01/05/2019
1460516722;39024640; Entertainment; Puzzle; Strategy;16/05/2019;16/05/2019
1460535769;158249984; Strategy; Music; Adventure;25/05/2019;25/05/2019
1460545020;12721152; Puzzle; Strategy;;11/06/2019;12/06/2019
1460570789;495719424; Strategy; Action;;19/06/2019;02/08/2019
1460577776;16948224; Strategy; Puzzle;;06/07/2019;18/07/2019
1460587374;287906816; Strategy; Simulation;;25/04/2019;15/07/2019
1460590872;69274624; Casual; Strategy; Entertainment;30/04/2019;03/05/2019
1460611705;224451584; Role Playing; Strategy;;01/08/2019;01/08/2019
1460652695;144609280; Strategy; Simulation; Entertainment;16/05/2019;31/05/2019
1460654446;86686720; Puzzle; Strategy; Entertainment;03/08/2019;03/08/2019
1460659052;70257664; Strategy; Entertainment; Puzzle;10/05/2019;10/05/2019
1460705893;180042752; Education; Strategy; Casual;26/04/2019;26/04/2019
1460730256;171115520; Adventure; Strategy; Entertainment;26/04/2019;29/06/2019
1460730256;171115520; Adventure; Strategy; Entertainment;26/04/2019;29/06/2019
1460772578;347169792; Entertainment; Simulation; Strategy;29/05/2019;31/07/2019
1460807595;471238656; Simulation; Strategy;;30/05/2019;01/08/2019
1460811769;80018432; Strategy; Education; Puzzle;26/04/2019;26/04/2019
1460827296;25446400; Strategy; Casual;;04/05/2019;17/05/2019
1460948094;337124352; Strategy; Simulation; Entertainment;30/04/2019;02/08/2019
1460985516;188653568; Puzzle; Strategy;;11/05/2019;21/07/2019
1461065471;161094656; Simulation; Strategy;;02/05/2019;01/07/2019
1461087944;158892032; Strategy; Simulation;;16/07/2019;16/07/2019
1461089717;56795136; Board; Strategy;;28/04/2019;24/05/2019
1461209695;97022976; Puzzle; Strategy;;20/05/2019;20/05/2019
1461451539;147279872; Sports; Simulation; Strategy;18/05/2019;18/05/2019
1461453188;214971392; Simulation; Strategy;;30/04/2019;26/07/2019
1461454879;35162112; Strategy;;;08/05/2019;08/05/2019
1461458670;173140992; Strategy; Simulation;;27/05/2019;09/07/2019
1461475910;409073664; Strategy; Simulation; Business;25/05/2019;01/08/2019
1461506539;26070016; Board; Strategy;;28/04/2019;02/05/2019
1461522733;72186880; Strategy; Entertainment; Action;29/04/2019;29/04/2019
1461532133;89932800; Simulation; Strategy;;24/05/2019;25/05/2019
1461694701;131838976; Puzzle; Strategy;;25/05/2019;27/05/2019
1461702440;242807808; Strategy; Action; Entertainment;30/04/2019;30/04/2019
1461722589;193801216; Strategy; Casual;;31/05/2019;31/05/2019
1461727715;183748608; Puzzle; Strategy;;01/05/2019;14/05/2019
1461735995;213196800; Entertainment; Strategy; Simulation;26/05/2019;09/07/2019
1461744442;148049920; Simulation; Strategy;;20/05/2019;20/05/2019
1461748666;80663552; Puzzle; Strategy;;03/05/2019;31/05/2019
1461766640;58010624; Strategy; Casual;;09/05/2019;09/05/2019
1462057360;8164352; Puzzle; Strategy; Education;19/05/2019;19/05/2019
1462123241;102450176; Strategy; Action;;03/05/2019;13/05/2019
1462254954;191322112; Strategy; Puzzle; Entertainment;03/05/2019;03/05/2019
1462257131;19213312; Strategy; Board; Entertainment;03/05/2019;03/05/2019
1462260773;57188352; Strategy; Simulation;;04/05/2019;29/05/2019
1462275743;129133568; Entertainment; Strategy; Simulation;10/05/2019;17/05/2019
1462324486;90510336; Strategy; Simulation;;07/06/2019;16/07/2019
1462333087;62215168; Social Networking; Board; Strategy;04/05/2019;16/05/2019
1462347121;33163264; Strategy; Utilities;;26/05/2019;26/05/2019
1462356863;6813696; Lifestyle; Sports; Strategy;25/07/2019;25/07/2019
1462374637;38032384; Puzzle; Strategy; Entertainment;28/05/2019;27/06/2019
1462450666;219003904; Casual; Strategy; Entertainment;28/06/2019;29/07/2019
1462511327;119989248; Puzzle; Strategy;;24/05/2019;01/06/2019
1462520426;118727680; Simulation; Strategy;;08/05/2019;08/05/2019
1462554227;86261760; Adventure; Strategy;;08/05/2019;21/05/2019
1462561926;39954432; Utilities; Strategy;;04/07/2019;04/07/2019
1462563896;34254848; Entertainment; Puzzle; Strategy;07/05/2019;26/06/2019
1462595486;80356352; Strategy; Puzzle;;10/05/2019;20/05/2019
1462595486;80356352; Strategy; Puzzle;;10/05/2019;20/05/2019
1462598403;115617792; Strategy; Puzzle;;13/06/2019;13/06/2019
1462628875;143213568; Sports; Entertainment; Strategy;14/05/2019;25/07/2019
1462678041;113328128; Strategy; Casual;;08/05/2019;15/06/2019
1462678041;113328128; Strategy; Casual;;08/05/2019;15/06/2019
1462680635;43739136; Strategy; Sports; Sports;11/05/2019;08/07/2019
1462691855;12339200; Casual; Strategy;;01/08/2019;01/08/2019
1462721779;56964096; Action; Productivity; Strategy;17/05/2019;26/05/2019
1462722690;219094016; Strategy; Simulation;;27/06/2019;27/07/2019
1462754435;54128640; Strategy;;;08/05/2019;08/05/2019
1462828097;108888064; Strategy; Racing;;09/05/2019;09/05/2019
1462839089;327823360; Action; Strategy;;30/05/2019;30/05/2019
